DP04588	train__DP01134	0.310	164	469	1580	0.305	0.104	2.246E-16	79
DP04588	caid23__DP02718	0.323	138	469	520	0.284	0.265	6.939E-16	78
DP04588	caid23__DP02595	0.363	109	469	414	0.226	0.263	1.159E-14	74
DP04588	caid23__DP03369	0.336	112	469	372	0.232	0.301	1.097E-13	71
DP04588	train__DP00378	0.338	112	469	785	0.239	0.140	5.910E-13	68
DP04588	train__DP01174	0.375	96	469	513	0.188	0.187	2.800E-10	60
DP04588	caid23__DP03979	0.317	84	469	815	0.162	0.103	1.488E-05	44
DP04588	train__DP01287	0.245	150	469	388	0.320	0.351	9.670E-04	38
DP04525	train__DP01555	0.433	90	894	560	0.101	0.157	1.066E-16	82
DP04525	train__DP01174	0.394	102	894	513	0.103	0.199	6.716E-15	76
DP04525	train__DP00378	0.368	93	894	785	0.101	0.118	2.413E-10	61
DP04619	caid23__DP04229	0.296	153	166	226	0.843	0.677	1.011E-13	66
DP03991	train__DP01109	0.393	61	482	353	0.127	0.173	1.186E-09	58
DP03991	train__DP00324	0.328	76	482	372	0.149	0.204	3.374E-08	53
DP03991	train__DP01538	0.314	69	482	577	0.129	0.120	3.298E-04	40
DP03991	train__DP01550	0.321	56	482	162	0.116	0.346	4.355E-04	40
DP03991	caid23__DP03737	0.338	69	482	684	0.143	0.101	4.355E-04	40
DP03991	train__DP01641	0.311	58	482	248	0.120	0.234	5.751E-04	39
DP03991	train__DP01108	0.304	69	482	414	0.143	0.152	5.751E-04	39
DP04537	caid23__DP02959	0.301	250	473	1146	0.529	0.213	2.818E-23	102
DP04537	train__DP01161	0.250	248	473	504	0.522	0.492	2.784E-22	98
DP04537	train__DP02148	0.232	291	473	607	0.600	0.479	1.181E-14	74
DP04537	train__DP01524	0.273	237	473	496	0.501	0.478	2.072E-14	73
DP04537	train__DP01118	0.238	287	473	499	0.581	0.575	2.294E-11	63
DP04537	caid23__DP02686	0.221	209	473	1726	0.438	0.121	7.033E-07	49
DP04537	caid23__DP04173	0.245	216	473	548	0.436	0.394	4.944E-06	46
DP04537	train__DP01840	0.236	270	473	1273	0.560	0.212	3.471E-05	43
DP04438	caid23__DP04239	0.335	267	1006	1430	0.265	0.184	4.616E-33	136
DP04438	train__DP01127	0.312	282	1006	1430	0.260	0.197	1.412E-23	105
DP04438	caid23__DP02601	0.303	253	1006	1050	0.251	0.212	3.215E-20	94
DP04438	train__DP00468	0.295	238	1006	317	0.237	0.703	1.684E-19	92
DP04438	train__DP01163	0.333	230	1006	1030	0.229	0.218	4.197E-17	84
DP04438	caid23__DP03437	0.256	253	1006	1298	0.251	0.195	7.287E-17	83
DP04438	caid23__DP02376	0.320	197	1006	1730	0.196	0.113	7.287E-17	83
DP04438	caid23__DP03507	0.274	287	1006	1912	0.285	0.143	7.921E-15	76
DP04438	train__DP01765	0.247	218	1006	729	0.212	0.299	9.898E-06	46
DP04438	train__DP01767	0.250	216	1006	765	0.210	0.282	9.898E-06	46
DP04492	train__DP01845	0.212	358	330	457	0.885	0.783	1.353E-13	69
DP04566	train__DP00090	0.280	270	367	419	0.736	0.630	1.052E-17	83
DP04307	train__DP01555	0.357	95	672	560	0.141	0.168	3.018E-14	74
DP04307	caid23__DP04218	0.295	115	672	561	0.171	0.193	3.743E-10	60
DP04307	caid23__DP03708	0.295	115	672	566	0.171	0.191	3.743E-10	60
DP04307	train__DP01556	0.284	88	672	653	0.131	0.135	1.972E-09	58
DP04307	train__DP01009	0.356	98	672	839	0.141	0.117	1.972E-09	58
DP04307	train__DP02096	0.306	88	672	734	0.131	0.120	7.876E-09	56
DP04307	train__DP00378	0.322	89	672	785	0.128	0.113	1.807E-08	55
DP04307	caid23__DP02718	0.299	117	672	520	0.162	0.225	3.797E-07	50
DP04307	train__DP01174	0.310	74	672	513	0.107	0.144	5.007E-07	50
DP04307	caid23__DP02595	0.333	84	672	414	0.119	0.203	6.603E-07	49
DP04307	caid23__DP03369	0.287	78	672	372	0.116	0.210	4.581E-06	47
DP04307	train__DP00328	0.294	111	672	581	0.162	0.191	1.669E-04	42
DP04442	caid23__DP03202	0.278	3320	4116	4730	0.779	0.702	0.000E+00	1322
DP04493	train__DP02332	0.398	377	629	820	0.545	0.460	2.379E-73	258
DP04493	caid23__DP03947	0.389	350	629	421	0.544	0.831	2.994E-66	237
DP04493	train__DP01113	0.380	375	629	708	0.561	0.530	6.787E-64	230
DP04493	train__DP02192	0.387	368	629	662	0.550	0.556	3.054E-63	228
DP04493	train__DP01066	0.374	357	629	690	0.547	0.517	3.729E-61	222
DP04493	train__DP01065	0.374	357	629	724	0.547	0.493	3.729E-61	222
DP04493	caid23__DP03071	0.317	334	629	740	0.439	0.451	3.654E-34	138
DP04493	caid23__DP04197	0.220	335	629	1447	0.525	0.232	2.175E-08	54
DP04493	train__DP00443	0.228	316	629	1432	0.502	0.220	3.786E-08	53
DP04493	train__DP01939	0.293	108	629	804	0.161	0.134	1.996E-07	51
DP04493	caid23__DP03644	0.268	174	629	933	0.246	0.186	5.079E-05	43
DP04567	caid23__DP03368	0.486	262	691	503	0.379	0.503	2.069E-64	233
DP04567	train__DP00036	0.360	183	691	677	0.265	0.270	1.090E-30	127
DP04567	train__DP00135	0.252	332	691	833	0.408	0.399	9.853E-25	108
DP04531	train__DP00968	0.378	66	623	597	0.106	0.111	2.641E-04	41
DP04382	train__DP00309	0.473	1004	1342	1210	0.748	0.830	7.734E-313	991
DP04382	train__DP01484	0.475	987	1342	1255	0.726	0.786	1.387E-292	932
DP04382	caid23__DP03068	0.280	1120	1342	1323	0.712	0.847	8.798E-132	454
DP04382	train__DP01772	0.395	265	1342	1038	0.195	0.255	1.199E-51	198
DP04382	train__DP02120	0.315	290	1342	1053	0.209	0.275	8.954E-43	169
DP04382	train__DP01123	0.362	268	1342	619	0.200	0.430	3.868E-40	160
DP04382	train__DP01580	0.356	257	1342	509	0.192	0.489	4.200E-38	154
DP04382	train__DP01570	0.371	254	1342	536	0.189	0.463	6.614E-37	150
DP04382	train__DP02247	0.270	337	1342	976	0.192	0.345	8.389E-31	130
DP04382	caid23__DP02571	0.301	262	1342	1104	0.193	0.237	5.103E-26	114
DP04382	caid23__DP02686	0.265	270	1342	1726	0.196	0.156	1.316E-18	89
DP04382	caid23__DP03038	0.290	200	1342	626	0.147	0.319	8.763E-15	77
DP04382	train__DP01461	0.268	250	1342	491	0.186	0.495	2.634E-14	75
DP04382	caid23__DP04298	0.252	284	1342	671	0.207	0.423	1.372E-13	73
DP04382	train__DP01105	0.292	228	1342	672	0.170	0.332	1.372E-13	73
DP04382	train__DP01400	0.271	265	1342	399	0.192	0.664	1.631E-12	69
DP04382	train__DP01508	0.256	269	1342	735	0.200	0.344	1.631E-12	69
DP04382	train__DP00841	0.270	225	1342	419	0.162	0.537	4.900E-12	68
DP04382	caid23__DP04295	0.245	259	1342	518	0.189	0.500	8.494E-12	67
DP04382	train__DP00385	0.268	201	1342	420	0.150	0.476	1.750E-10	63
DP04382	caid23__DP03008	0.224	279	1342	897	0.177	0.311	2.304E-10	62
DP04382	train__DP00428	0.258	235	1342	603	0.175	0.385	5.257E-10	61
DP04382	caid23__DP04284	0.200	223	1342	302	0.166	0.732	2.079E-09	59
DP04382	train__DP01958	0.260	215	1342	374	0.160	0.561	2.737E-09	59
DP04382	train__DP01554	0.231	203	1342	525	0.151	0.385	2.737E-09	59
DP04382	train__DP01990	0.248	258	1342	532	0.174	0.485	6.246E-09	57
DP04382	caid23__DP04030	0.286	142	1342	596	0.106	0.232	1.425E-08	56
DP04382	caid23__DP03248	0.237	214	1342	1490	0.154	0.144	3.252E-08	55
DP04382	caid23__DP03265	0.229	282	1342	996	0.190	0.283	4.281E-08	55
DP04382	train__DP01342	0.224	260	1342	334	0.192	0.778	7.420E-08	54
DP04382	train__DP01184	0.257	167	1342	591	0.124	0.276	1.693E-07	53
DP04382	caid23__DP04299	0.281	149	1342	540	0.103	0.276	2.229E-07	52
DP04382	caid23__DP02973	0.234	247	1342	923	0.179	0.268	3.863E-07	51
DP04382	caid23__DP04239	0.238	201	1342	1430	0.149	0.141	2.647E-06	49
DP04382	train__DP00561	0.227	260	1342	508	0.180	0.512	3.485E-06	48
DP04382	caid23__DP03037	0.234	149	1342	879	0.111	0.165	3.485E-06	48
DP04382	train__DP01309	0.263	155	1342	372	0.112	0.417	4.588E-06	48
DP04382	train__DP00304	0.233	194	1342	481	0.145	0.395	1.814E-05	46
DP04382	train__DP01760	0.228	319	1342	567	0.207	0.563	4.138E-05	45
DP04382	train__DP01438	0.232	208	1342	926	0.152	0.225	1.243E-04	43
DP04382	train__DP00611	0.238	142	1342	646	0.104	0.220	2.154E-04	42
DP04382	caid23__DP04373	0.241	201	1342	664	0.150	0.297	2.835E-04	42
DP04572	train__DP01431	0.420	50	124	94	0.403	0.521	1.822E-08	49
DP04449	caid23__DP03470	0.443	78	504	601	0.155	0.125	2.231E-09	57
DP04449	train__DP00865	0.315	76	504	148	0.145	0.514	1.152E-04	42
DP04437	caid23__DP04210	0.263	387	482	440	0.803	0.759	3.931E-29	120
DP04508	caid23__DP03692	0.298	207	460	413	0.446	0.501	1.790E-27	115
DP04508	train__DP01547	0.216	399	460	412	0.867	0.699	1.746E-12	67
DP04508	train__DP00974	0.313	118	460	398	0.257	0.294	9.391E-12	64
DP04508	train__DP00271	0.271	149	460	348	0.324	0.425	7.749E-09	55
DP04508	caid23__DP03691	0.317	128	460	366	0.274	0.350	9.565E-08	51
DP04574	train__DP01538	0.299	167	707	577	0.195	0.289	3.964E-13	70
DP04574	caid23__DP04172	0.241	149	707	362	0.188	0.412	1.114E-08	55
DP04574	caid23__DP03420	0.280	185	707	623	0.245	0.297	3.368E-08	54
DP04574	train__DP00393	0.337	80	707	156	0.105	0.513	3.385E-05	44
DP04574	train__DP01109	0.245	153	707	353	0.194	0.433	1.777E-04	42
DP04574	caid23__DP04257	0.243	106	707	577	0.143	0.184	3.088E-04	41
DP04315	train__DP01451	0.360	93	249	619	0.365	0.150	4.910E-06	44
DP04487	train__DP01555	0.284	279	687	560	0.405	0.498	4.012E-34	138
DP04487	train__DP02096	0.312	256	687	734	0.342	0.349	5.089E-33	135
DP04487	caid23__DP04218	0.379	171	687	561	0.249	0.305	2.083E-32	133
DP04487	caid23__DP03708	0.386	165	687	566	0.240	0.292	2.761E-32	132
DP04487	train__DP01556	0.295	240	687	653	0.307	0.368	7.352E-25	108
DP04487	train__DP01174	0.373	127	687	513	0.182	0.248	9.994E-18	85
DP04487	caid23__DP02718	0.312	169	687	520	0.246	0.308	2.798E-16	80
DP04487	train__DP00378	0.430	84	687	785	0.119	0.107	4.875E-16	79
DP04487	caid23__DP02595	0.345	127	687	414	0.185	0.292	4.488E-15	76
DP04487	caid23__DP03369	0.320	121	687	372	0.173	0.325	5.446E-14	73
DP04487	train__DP01009	0.333	141	687	839	0.205	0.139	3.482E-12	67
DP04487	train__DP01757	0.245	214	687	1718	0.311	0.115	1.543E-09	58
DP04487	train__DP01288	0.229	228	687	823	0.332	0.254	3.574E-06	47
DP04487	caid23__DP03634	0.236	149	687	357	0.217	0.389	1.878E-05	45
DP04487	train__DP01287	0.272	163	687	388	0.201	0.420	2.477E-05	44
DP04487	caid23__DP04171	0.234	133	687	378	0.194	0.333	1.301E-04	42
DP04455	caid23__DP03470	0.459	73	352	601	0.205	0.121	3.919E-13	68
DP04455	train__DP00865	0.432	67	352	148	0.165	0.453	3.415E-08	52
DP04593	caid23__DP04341	0.372	313	433	543	0.723	0.576	1.357E-50	184
DP04593	caid23__DP03630	0.372	333	433	916	0.769	0.359	7.192E-49	179
DP04593	caid23__DP04260	0.369	313	433	543	0.723	0.575	9.758E-49	179
DP04593	caid23__DP02606	0.286	315	433	590	0.723	0.534	3.546E-34	135
DP04593	train__DP00102	0.221	292	433	1979	0.619	0.148	6.569E-04	39
DP04320	caid23__DP03221	0.285	185	773	1226	0.234	0.151	3.454E-07	51
DP04475	train__DP00677	0.383	118	227	151	0.502	0.781	4.335E-18	81
DP04488	train__DP02096	0.320	271	625	734	0.429	0.369	2.465E-31	129
DP04488	caid23__DP04218	0.368	186	625	561	0.298	0.326	1.792E-30	126
DP04488	caid23__DP03708	0.402	145	625	566	0.232	0.256	3.033E-29	122
DP04488	train__DP01555	0.309	245	625	560	0.389	0.438	1.071E-25	111
DP04488	train__DP01556	0.271	220	625	653	0.350	0.337	1.339E-24	107
DP04488	train__DP01174	0.379	133	625	513	0.213	0.248	6.336E-18	85
DP04488	train__DP01009	0.395	124	625	839	0.198	0.144	1.659E-15	78
DP04488	train__DP00378	0.386	97	625	785	0.155	0.120	3.820E-15	76
DP04488	caid23__DP02595	0.347	114	625	414	0.179	0.275	5.045E-15	76
DP04488	caid23__DP03369	0.251	249	625	372	0.368	0.669	1.162E-14	75
DP04488	caid23__DP02718	0.335	124	625	520	0.194	0.238	1.534E-14	74
DP04488	train__DP01757	0.253	218	625	1718	0.349	0.126	5.864E-10	59
DP04488	train__DP01287	0.266	159	625	388	0.214	0.410	5.038E-05	43
DP04488	caid23__DP03634	0.232	146	625	357	0.234	0.381	6.084E-04	40
DP04488	train__DP01288	0.238	145	625	823	0.232	0.158	8.024E-04	39
DP04461	train__DP00728	0.366	244	615	246	0.397	0.907	1.305E-42	164
DP04461	train__DP00621	0.289	253	615	705	0.411	0.353	1.633E-19	91
DP04461	train__DP01490	0.324	110	615	685	0.179	0.159	1.492E-14	74
DP04461	train__DP00418	0.249	262	615	1218	0.376	0.215	4.710E-11	63
DP04461	caid23__DP03379	0.244	224	615	1721	0.348	0.130	4.521E-04	40
DP04524	train__DP00031	0.301	116	266	293	0.387	0.396	4.290E-07	48
DP04524	caid23__DP02445	0.288	102	266	853	0.383	0.117	4.193E-05	42
DP04524	caid23__DP04102	0.264	104	266	240	0.391	0.425	9.861E-05	40
DP04419	train__DP01130	0.236	125	711	651	0.176	0.190	3.110E-04	41
DP04604	train__DP00557	0.293	503	1075	2233	0.425	0.225	2.096E-32	134
DP04609	caid23__DP02767	0.270	490	1114	1659	0.440	0.233	5.622E-36	146
DP04609	caid23__DP04284	0.361	158	1114	302	0.142	0.500	2.373E-21	98
DP04609	train__DP00428	0.294	203	1114	603	0.182	0.313	3.738E-20	94
DP04609	train__DP01508	0.303	159	1114	735	0.143	0.208	4.297E-13	71
DP04609	train__DP00304	0.267	163	1114	481	0.146	0.326	9.817E-13	70
DP04609	caid23__DP03265	0.259	187	1114	996	0.146	0.188	1.293E-12	69
DP04609	train__DP01958	0.314	138	1114	374	0.124	0.340	1.542E-11	66
DP04609	train__DP01184	0.252	204	1114	591	0.183	0.325	1.542E-11	66
DP04609	train__DP01342	0.300	171	1114	334	0.154	0.500	2.675E-11	65
DP04609	caid23__DP02973	0.251	185	1114	923	0.146	0.200	6.111E-11	64
DP04609	train__DP01554	0.312	137	1114	525	0.123	0.244	4.200E-10	61
DP04609	caid23__DP02571	0.275	174	1114	1104	0.156	0.158	1.264E-09	59
DP04609	train__DP02120	0.294	135	1114	1053	0.121	0.116	1.664E-09	59
DP04609	train__DP00561	0.315	143	1114	508	0.128	0.260	2.886E-09	58
DP04609	train__DP01438	0.300	117	1114	926	0.105	0.120	2.886E-09	58
DP04609	train__DP00841	0.268	161	1114	419	0.145	0.379	6.593E-09	57
DP04609	train__DP01105	0.255	163	1114	672	0.146	0.234	3.439E-08	55
DP04609	caid23__DP03017	0.244	204	1114	1311	0.180	0.156	4.529E-08	54
DP04609	train__DP01580	0.274	115	1114	509	0.103	0.216	1.034E-07	53
DP04609	train__DP02247	0.310	112	1114	976	0.101	0.109	1.362E-07	53
DP04609	train__DP01461	0.243	196	1114	491	0.176	0.379	1.794E-07	52
DP04609	caid23__DP04299	0.241	221	1114	540	0.187	0.409	2.363E-07	52
DP04609	train__DP01436	0.305	122	1114	961	0.110	0.125	2.363E-07	52
DP04609	train__DP01760	0.302	165	1114	567	0.148	0.279	7.106E-07	50
DP04411	train__DP01538	0.295	175	213	577	0.822	0.284	7.285E-14	68
DP04411	train__DP00393	0.397	73	213	156	0.343	0.462	7.607E-11	59
DP04411	caid23__DP03420	0.252	177	213	623	0.831	0.266	8.366E-10	55
DP04411	caid23__DP03141	0.306	62	213	293	0.291	0.212	4.715E-04	38
DP04540	train__DP01857	0.448	87	111	282	0.784	0.309	5.951E-22	87
DP04540	train__DP01458	0.320	75	111	125	0.676	0.568	4.962E-04	35
DP04540	train__DP01538	0.282	95	111	577	0.838	0.165	4.962E-04	35
DP04412	train__DP02328	0.348	300	407	464	0.737	0.644	7.665E-46	169
DP04412	train__DP00385	0.309	303	407	420	0.744	0.693	3.226E-36	140
DP04412	train__DP01309	0.300	313	407	372	0.769	0.841	3.548E-32	128
DP04412	caid23__DP03248	0.281	294	407	1490	0.722	0.195	4.785E-32	128
DP04412	caid23__DP03730	0.267	326	407	763	0.742	0.427	2.747E-19	88
DP04412	train__DP01508	0.269	313	407	735	0.769	0.378	2.743E-18	85
DP04412	train__DP00428	0.271	272	407	603	0.668	0.406	8.539E-17	80
DP04412	train__DP01958	0.288	260	407	374	0.639	0.634	2.677E-16	79
DP04412	caid23__DP04239	0.253	259	407	1430	0.636	0.157	7.907E-14	71
DP04412	train__DP01554	0.274	196	407	525	0.482	0.354	1.050E-13	70
DP04412	caid23__DP04284	0.255	223	407	302	0.548	0.719	2.455E-13	69
DP04412	caid23__DP02571	0.303	212	407	1104	0.521	0.188	2.359E-12	66
DP04412	train__DP01184	0.225	300	407	591	0.737	0.431	5.504E-12	65
DP04412	train__DP01461	0.241	305	407	491	0.749	0.603	6.962E-11	61
DP04412	caid23__DP04030	0.302	148	407	596	0.364	0.240	1.537E-09	57
DP04412	caid23__DP03008	0.229	324	407	897	0.784	0.361	1.537E-09	57
DP04412	train__DP02120	0.232	289	407	1053	0.710	0.254	4.728E-09	55
DP04412	train__DP01105	0.293	141	407	672	0.346	0.210	6.261E-09	55
DP04412	train__DP00304	0.252	259	407	481	0.636	0.534	1.453E-08	54
DP04412	train__DP01436	0.224	241	407	961	0.592	0.223	1.453E-08	54
DP04412	train__DP01484	0.278	200	407	1255	0.491	0.153	1.453E-08	54
DP04412	train__DP01123	0.254	197	407	619	0.484	0.304	2.547E-08	53
DP04412	caid23__DP03265	0.269	151	407	996	0.290	0.152	2.547E-08	53
DP04412	train__DP00561	0.250	248	407	508	0.609	0.435	3.372E-08	53
DP04412	train__DP01438	0.258	244	407	926	0.600	0.234	3.372E-08	53
DP04412	train__DP00309	0.237	222	407	1210	0.545	0.175	3.372E-08	53
DP04412	train__DP01400	0.232	172	407	399	0.423	0.373	5.907E-08	52
DP04412	train__DP01342	0.251	178	407	334	0.437	0.458	1.035E-07	51
DP04412	train__DP01580	0.248	198	407	509	0.486	0.360	1.812E-07	50
DP04412	caid23__DP02973	0.231	189	407	923	0.462	0.205	1.812E-07	50
DP04412	caid23__DP03038	0.287	129	407	626	0.317	0.206	4.200E-07	49
DP04412	train__DP02247	0.307	109	407	976	0.263	0.112	4.200E-07	49
DP04412	caid23__DP03017	0.209	212	407	1311	0.489	0.162	5.557E-07	49
DP04412	caid23__DP04298	0.248	196	407	671	0.457	0.292	1.287E-06	48
DP04412	caid23__DP03068	0.250	198	407	1323	0.486	0.144	1.703E-06	47
DP04412	train__DP01570	0.264	198	407	536	0.486	0.341	2.980E-06	46
DP04412	train__DP00841	0.285	112	407	419	0.260	0.267	3.942E-06	46
DP04412	caid23__DP04373	0.225	229	407	664	0.563	0.328	9.122E-06	45
DP04412	train__DP01772	0.255	199	407	1038	0.489	0.186	1.206E-05	44
DP04412	train__DP01153	0.217	310	407	750	0.762	0.365	2.791E-05	43
DP04412	caid23__DP03037	0.244	177	407	879	0.435	0.190	2.791E-05	43
DP04412	train__DP01990	0.261	266	407	532	0.614	0.500	2.608E-04	40
DP04478	caid23__DP02767	0.278	485	1115	1659	0.435	0.231	2.691E-37	151
DP04478	caid23__DP04284	0.368	166	1115	302	0.149	0.523	1.145E-22	102
DP04478	train__DP00428	0.287	195	1115	603	0.175	0.300	3.678E-17	84
DP04478	train__DP01508	0.313	157	1115	735	0.141	0.205	9.829E-13	70
DP04478	train__DP01958	0.328	138	1115	374	0.124	0.340	1.705E-12	69
DP04478	caid23__DP03265	0.312	142	1115	996	0.109	0.143	6.757E-12	67
DP04478	train__DP00304	0.263	158	1115	481	0.142	0.316	1.544E-11	66
DP04478	train__DP01184	0.260	191	1115	591	0.171	0.303	1.544E-11	66
DP04478	train__DP01342	0.304	161	1115	334	0.144	0.470	4.645E-11	64
DP04478	caid23__DP03038	0.340	135	1115	626	0.121	0.196	1.398E-10	63
DP04478	train__DP01554	0.312	137	1115	525	0.123	0.244	1.841E-10	62
DP04478	caid23__DP04298	0.311	130	1115	671	0.117	0.194	1.841E-10	62
DP04478	caid23__DP02973	0.271	164	1115	923	0.131	0.178	2.424E-10	62
DP04478	train__DP01438	0.292	154	1115	926	0.138	0.161	9.605E-10	60
DP04478	train__DP02120	0.264	210	1115	1053	0.188	0.192	1.265E-09	59
DP04478	caid23__DP03008	0.237	168	1115	897	0.139	0.187	2.194E-09	59
DP04478	train__DP00561	0.308	143	1115	508	0.128	0.260	5.011E-09	57
DP04478	caid23__DP03017	0.275	206	1115	1311	0.182	0.157	8.691E-09	57
DP04478	train__DP01580	0.261	148	1115	509	0.133	0.279	1.507E-08	56
DP04478	train__DP00385	0.255	183	1115	420	0.147	0.436	1.985E-08	55
DP04478	caid23__DP02571	0.280	155	1115	1104	0.139	0.140	2.614E-08	55
DP04478	train__DP01436	0.258	169	1115	961	0.152	0.171	4.534E-08	54
DP04478	train__DP00841	0.265	161	1115	419	0.144	0.379	3.115E-07	51
DP04478	train__DP01461	0.288	134	1115	491	0.120	0.244	4.102E-07	51
DP04478	train__DP01760	0.302	137	1115	567	0.123	0.236	4.102E-07	51
DP04478	caid23__DP04299	0.272	158	1115	540	0.135	0.293	9.368E-07	50
DP04478	train__DP01123	0.258	137	1115	619	0.123	0.212	1.234E-06	49
DP04478	train__DP01570	0.262	134	1115	536	0.120	0.228	6.434E-06	47
DP04478	caid23__DP04295	0.281	124	1115	518	0.111	0.222	7.661E-05	44
DP04478	caid23__DP03730	0.267	122	1115	763	0.109	0.149	2.304E-04	42
DP04447	caid23__DP03470	0.500	72	340	601	0.212	0.120	8.156E-16	76
DP04312	caid23__DP04178	0.218	552	782	1132	0.633	0.488	5.928E-19	89
DP04578	train__DP01807	0.200	368	619	469	0.556	0.785	2.365E-06	48
DP04510	caid23__DP03038	0.400	258	1374	626	0.186	0.412	4.960E-45	177
DP04510	train__DP01461	0.374	254	1374	491	0.185	0.503	1.195E-36	149
DP04510	train__DP01184	0.311	255	1374	591	0.186	0.420	1.841E-32	135
DP04510	caid23__DP04284	0.314	243	1374	302	0.175	0.805	1.988E-30	128
DP04510	train__DP00428	0.298	252	1374	603	0.183	0.408	1.366E-29	126
DP04510	train__DP01958	0.339	244	1374	374	0.178	0.647	1.474E-27	119
DP04510	train__DP01554	0.308	233	1374	525	0.170	0.440	3.045E-26	115
DP04510	train__DP01438	0.285	261	1374	926	0.186	0.282	1.588E-25	112
