DP04317	DP04317	1.000	1123	1123	1123	1.000	1.000	0.000E+00	2231
DP04455	DP04455	1.000	352	352	352	1.000	1.000	7.267E-229	694
DP04455	DP04447	0.353	343	352	340	0.974	0.974	5.448E-57	197
DP04455	DP04449	0.421	64	352	504	0.165	0.127	3.741E-09	52
DP04516	DP04516	1.000	61	61	61	1.000	1.000	1.175E-34	117
DP04587	DP04587	1.000	963	963	963	1.000	1.000	0.000E+00	1822
DP04318	DP04318	1.000	280	280	280	1.000	1.000	2.640E-175	535
DP04327	DP04327	1.000	818	818	818	1.000	1.000	0.000E+00	1570
DP04461	DP04461	1.000	615	615	615	1.000	1.000	0.000E+00	1345
DP04524	DP04524	1.000	266	266	266	1.000	1.000	5.170E-179	545
DP04615	DP04615	1.000	190	190	190	1.000	1.000	1.381E-120	372
DP04332	DP04332	1.000	545	545	545	1.000	1.000	0.000E+00	1117
DP04315	DP04315	1.000	249	249	249	1.000	1.000	2.956E-142	438
DP04450	DP04450	1.000	2243	2243	2243	1.000	1.000	0.000E+00	4565
DP04509	DP04509	1.000	444	444	444	1.000	1.000	3.552E-291	879
DP04526	DP04526	1.000	346	346	346	1.000	1.000	1.672E-233	707
DP04643	DP04643	1.000	485	485	485	1.000	1.000	0.000E+00	996
DP04359	DP04359	1.000	245	245	245	1.000	1.000	2.364E-168	513
DP04465	DP04465	1.000	650	650	650	1.000	1.000	0.000E+00	1379
DP04465	DP04482	0.329	81	650	359	0.125	0.209	4.376E-06	43
DP04527	DP04527	1.000	356	356	356	1.000	1.000	2.605E-236	716
DP04382	DP04382	1.000	1342	1342	1342	1.000	1.000	0.000E+00	2837
DP04382	DP04510	0.273	257	1342	1374	0.191	0.187	8.598E-15	73
DP04382	DP04412	0.276	200	1342	407	0.143	0.491	1.177E-09	56
DP04382	DP04457	0.221	192	1342	365	0.143	0.515	1.398E-08	53
DP04473	DP04473	1.000	468	468	468	1.000	1.000	1.464E-306	925
DP04466	DP04466	1.000	1205	1205	1205	1.000	1.000	0.000E+00	2352
DP04466	DP04470	0.281	728	1205	717	0.604	0.810	9.444E-77	276
DP04466	DP04462	0.283	725	1205	620	0.602	0.897	1.020E-67	247
DP04466	DP04460	0.287	573	1205	629	0.476	0.750	6.512E-58	215
DP04528	DP04528	1.000	723	723	723	1.000	1.000	0.000E+00	1353
DP04750	DP04750	1.000	1514	1514	1514	1.000	1.000	0.000E+00	3106
DP04003	DP04003	1.000	209	209	209	1.000	1.000	1.352E-117	365
DP04410	DP04410	1.000	107	107	107	1.000	1.000	4.860E-64	205
DP04410	DP04409	0.592	103	107	107	0.963	0.963	2.358E-31	111
DP04478	DP04478	1.000	1115	1115	1115	1.000	1.000	0.000E+00	2245
DP04478	DP04609	0.851	1115	1115	1114	1.000	1.000	0.000E+00	1892
DP04478	DP04457	0.270	166	1115	365	0.149	0.455	5.050E-12	64
DP04478	DP04412	0.257	134	1115	407	0.120	0.292	4.346E-05	41
DP04539	DP04539	1.000	757	757	757	1.000	1.000	0.000E+00	1455
DP04061	DP04061	1.000	1703	1703	1703	1.000	1.000	0.000E+00	3021
DP04508	DP04508	1.000	460	460	460	1.000	1.000	3.227E-305	921
DP04574	DP04574	1.000	707	707	707	1.000	1.000	0.000E+00	1296
DP04574	DP03991	0.400	78	707	482	0.110	0.156	2.323E-07	48
DP04534	DP04534	1.000	578	578	578	1.000	1.000	0.000E+00	1146
DP03747	DP03747	1.000	523	523	523	1.000	1.000	0.000E+00	1105
DP04406	DP04406	1.000	517	517	517	1.000	1.000	0.000E+00	998
DP04406	DP04561	0.813	522	517	522	1.000	1.000	1.792E-263	803
DP04406	DP04560	0.313	185	517	434	0.344	0.426	3.452E-27	111
DP04448	DP04448	1.000	709	709	709	1.000	1.000	0.000E+00	1336
DP04501	DP04501	1.000	105	105	105	1.000	1.000	7.923E-67	213
DP04572	DP04572	1.000	124	124	124	1.000	1.000	1.764E-82	259
DP04313	DP04313	1.000	159	159	159	1.000	1.000	5.310E-103	320
DP04449	DP04449	1.000	504	504	504	1.000	1.000	0.000E+00	997
DP04449	DP04447	0.476	83	504	340	0.165	0.235	2.807E-12	63
DP04449	DP04455	0.421	64	504	352	0.127	0.165	2.097E-08	50
DP04521	DP04521	1.000	649	649	649	1.000	1.000	0.000E+00	1226
DP04593	DP04593	1.000	433	433	433	1.000	1.000	2.548E-267	810
DP04470	DP04470	1.000	717	717	717	1.000	1.000	0.000E+00	1450
DP04470	DP04462	0.479	622	717	620	0.868	0.965	3.158E-171	546
DP04470	DP04460	0.402	623	717	629	0.869	0.954	1.966E-135	442
DP04470	DP04466	0.276	764	717	1205	0.859	0.634	1.807E-84	291
DP04531	DP04531	1.000	623	623	623	1.000	1.000	0.000E+00	1195
DP04818	DP04818	1.000	237	237	237	1.000	1.000	3.763E-157	481
DP04411	DP04411	1.000	213	213	213	1.000	1.000	4.103E-140	430
DP04481	DP04481	1.000	196	196	196	1.000	1.000	1.379E-127	393
DP04540	DP04540	1.000	111	111	111	1.000	1.000	1.745E-68	218
DP04088	DP04088	1.000	465	465	465	1.000	1.000	4.941E-324	975
DP04412	DP04412	1.000	407	407	407	1.000	1.000	4.817E-273	825
DP04412	DP04457	0.393	309	407	365	0.759	0.811	1.569E-67	230
DP04412	DP04510	0.273	205	407	1374	0.504	0.143	1.338E-11	60
DP04412	DP04382	0.276	200	407	1342	0.491	0.143	4.880E-09	52
DP04412	DP04609	0.232	167	407	1114	0.398	0.150	5.333E-06	42
DP04412	DP04478	0.229	177	407	1115	0.425	0.159	7.052E-06	42
DP04435	DP04435	1.000	182	182	182	1.000	1.000	2.228E-109	340
DP04435	DP04433	0.293	157	182	250	0.786	0.628	9.150E-04	33
DP04489	DP04489	1.000	281	281	281	1.000	1.000	9.252E-181	551
DP04472	DP04472	1.000	368	368	368	1.000	1.000	4.558E-249	753
DP04533	DP04533	1.000	1188	1188	1188	1.000	1.000	0.000E+00	2385
DP03245	DP03245	1.000	2752	2752	2752	1.000	1.000	0.000E+00	4574
DP04457	DP04457	1.000	365	365	365	1.000	1.000	9.484E-245	741
DP04457	DP04412	0.394	308	365	407	0.808	0.757	1.181E-66	226
DP04457	DP04510	0.316	196	365	1374	0.529	0.143	4.088E-23	96
DP04457	DP04609	0.267	161	365	1114	0.441	0.145	1.123E-13	66
DP04457	DP04478	0.270	166	365	1115	0.455	0.149	1.123E-13	66
DP04457	DP04382	0.225	192	365	1342	0.515	0.143	1.721E-09	53
DP04518	DP04518	1.000	1017	1017	1017	1.000	1.000	0.000E+00	2031
DP04518	DP04537	0.250	160	1017	473	0.157	0.321	5.270E-08	50
DP04588	DP04588	1.000	469	469	469	1.000	1.000	9.980E-322	969
DP04588	DP04487	0.333	177	469	687	0.377	0.247	3.967E-27	110
DP04588	DP04488	0.320	181	469	625	0.386	0.290	3.005E-25	104
DP04588	DP04307	0.275	158	469	672	0.335	0.235	3.285E-08	49
DP04319	DP04319	1.000	246	246	246	1.000	1.000	4.233E-167	510
DP04458	DP04458	1.000	539	539	539	1.000	1.000	0.000E+00	1127
DP04659	DP04659	1.000	240	240	240	1.000	1.000	1.139E-143	442
DP04361	DP04361	1.000	216	216	216	1.000	1.000	1.898E-147	451
DP04536	DP04536	1.000	555	555	555	1.000	1.000	0.000E+00	1144
DP03991	DP03991	1.000	482	482	482	1.000	1.000	6.261E-311	938
DP03991	DP04582	0.392	51	482	222	0.106	0.230	3.424E-08	49
DP03991	DP04574	0.402	80	482	707	0.160	0.113	1.043E-07	48
DP04409	DP04409	1.000	107	107	107	1.000	1.000	7.295E-65	207
DP04409	DP04410	0.592	103	107	107	0.963	0.963	5.294E-33	115
DP04476	DP04476	1.000	398	398	398	1.000	1.000	4.767E-261	790
DP04537	DP04537	1.000	473	473	473	1.000	1.000	0.000E+00	982
DP04537	DP04518	0.250	160	473	1017	0.321	0.157	1.442E-08	51
DP04491	DP04491	1.000	393	393	393	1.000	1.000	2.378E-253	767
DP04565	DP04565	1.000	272	272	272	1.000	1.000	1.093E-173	530
DP04305	DP04305	1.000	630	630	630	1.000	1.000	0.000E+00	1245
DP04305	DP04304	0.581	662	630	688	0.962	0.962	8.219E-236	730
DP04438	DP04438	1.000	1006	1006	1006	1.000	1.000	0.000E+00	2086
DP04492	DP04492	1.000	330	330	330	1.000	1.000	9.380E-226	684
DP04578	DP04578	1.000	619	619	619	1.000	1.000	0.000E+00	1231
DP04316	DP04316	1.000	487	487	487	1.000	1.000	5.044E-300	907
DP04453	DP04453	1.000	507	507	507	1.000	1.000	0.000E+00	1008
DP04510	DP04510	1.000	1374	1374	1374	1.000	1.000	0.000E+00	2756
DP04510	DP04457	0.313	196	1374	365	0.143	0.529	1.997E-22	98
DP04510	DP04382	0.273	257	1374	1342	0.187	0.191	2.238E-15	75
DP04510	DP04412	0.274	205	1374	407	0.143	0.504	1.250E-12	66
DP04510	DP04609	0.287	149	1374	1114	0.102	0.134	6.297E-09	54
DP04510	DP04478	0.268	153	1374	1115	0.108	0.137	1.296E-07	49
DP04582	DP04582	1.000	222	222	222	1.000	1.000	1.010E-144	444
DP04582	DP03991	0.392	51	222	482	0.230	0.106	1.227E-08	49
DP04582	DP04411	0.264	87	222	213	0.392	0.404	7.512E-04	34
DP04462	DP04462	1.000	620	620	620	1.000	1.000	0.000E+00	1268
DP04462	DP04470	0.479	622	620	717	0.965	0.868	4.002E-175	553
DP04462	DP04460	0.464	608	620	629	0.979	0.967	1.579E-164	522
DP04462	DP04466	0.275	784	620	1205	0.987	0.651	5.740E-78	269
DP04525	DP04525	1.000	894	894	894	1.000	1.000	0.000E+00	1810
DP04619	DP04619	1.000	166	166	166	1.000	1.000	4.868E-112	346
DP04339	DP04339	1.000	190	190	190	1.000	1.000	2.512E-123	380
DP04464	DP04464	1.000	668	668	668	1.000	1.000	0.000E+00	1378
DP04433	DP04433	1.000	250	250	250	1.000	1.000	2.663E-147	453
DP04487	DP04487	1.000	687	687	687	1.000	1.000	0.000E+00	1423
DP04487	DP04488	0.554	669	687	625	0.974	0.976	9.378E-224	698
DP04487	DP04588	0.333	177	687	469	0.247	0.377	3.962E-28	115
DP04487	DP04525	0.309	149	687	894	0.198	0.167	3.703E-16	76
DP04487	DP04307	0.287	131	687	672	0.191	0.155	1.680E-10	58
DP04561	DP04561	1.000	522	522	522	1.000	1.000	0.000E+00	1007
DP04561	DP04406	0.813	522	522	517	1.000	1.000	5.211E-262	799
DP04561	DP04560	0.318	185	522	434	0.341	0.426	1.144E-27	113
DP04604	DP04604	1.000	1075	1075	1075	1.000	1.000	0.000E+00	2097
DP04325	DP04325	1.000	4834	4834	4834	1.000	1.000	0.000E+00	9773
DP04460	DP04460	1.000	629	629	629	1.000	1.000	0.000E+00	1272
DP04460	DP04462	0.469	601	629	620	0.955	0.968	1.152E-161	514
DP04460	DP04470	0.402	623	629	717	0.954	0.869	2.486E-136	441
DP04460	DP04466	0.287	573	629	1205	0.750	0.476	5.587E-62	221
DP04523	DP04523	1.000	352	352	352	1.000	1.000	1.696E-214	653
DP04609	DP04609	1.000	1114	1114	1114	1.000	1.000	0.000E+00	2238
DP04609	DP04478	0.851	1115	1114	1115	1.000	1.000	0.000E+00	1888
DP04609	DP04457	0.267	161	1114	365	0.145	0.441	2.908E-12	64
DP04609	DP04510	0.287	149	1114	1374	0.134	0.102	3.384E-08	51
DP04609	DP04412	0.232	167	1114	407	0.150	0.398	8.327E-06	43
DP04482	DP04482	1.000	359	359	359	1.000	1.000	5.874E-256	773
DP04482	DP04465	0.329	81	359	650	0.209	0.125	7.270E-05	38
DP04542	DP04542	1.000	643	643	643	1.000	1.000	0.000E+00	1297
DP04474	DP04474	1.000	89	89	89	1.000	1.000	2.775E-57	184
DP04535	DP04535	1.000	312	312	312	1.000	1.000	3.139E-194	592
DP03751	DP03751	1.000	250	250	250	1.000	1.000	1.163E-168	514
DP04408	DP04408	1.000	348	348	348	1.000	1.000	9.777E-234	708
DP04475	DP04475	1.000	227	227	227	1.000	1.000	7.711E-143	439
DP04138	DP04138	1.000	397	397	397	1.000	1.000	1.048E-233	711
DP04434	DP04434	1.000	152	152	152	1.000	1.000	1.872E-92	289
DP04488	DP04488	1.000	625	625	625	1.000	1.000	0.000E+00	1309
DP04488	DP04487	0.554	669	625	687	0.976	0.974	1.696E-223	694
DP04488	DP04588	0.275	266	625	469	0.392	0.567	8.336E-26	108
DP04488	DP04525	0.350	99	625	894	0.158	0.106	2.207E-15	74
DP04563	DP04563	1.000	291	291	291	1.000	1.000	4.888E-199	604
DP04272	DP04272	1.000	1455	1455	1455	1.000	1.000	0.000E+00	2934
DP04124	DP04124	1.000	855	855	855	1.000	1.000	0.000E+00	1707
DP04419	DP04419	1.000	711	711	711	1.000	1.000	0.000E+00	1428
DP04486	DP04486	1.000	268	268	268	1.000	1.000	8.007E-176	536
DP04486	DP04364	0.225	259	268	262	0.966	0.931	4.808E-08	48
DP04486	DP04363	0.329	96	268	417	0.321	0.230	6.049E-05	38
DP04566	DP04566	1.000	367	367	367	1.000	1.000	6.566E-250	756
DP04307	DP04307	1.000	672	672	672	1.000	1.000	0.000E+00	1331
DP04307	DP04488	0.360	110	672	625	0.155	0.176	3.668E-13	66
DP04307	DP04487	0.287	131	672	687	0.155	0.191	1.235E-10	58
DP04307	DP04588	0.275	158	672	469	0.235	0.335	1.803E-08	51
DP04442	DP04442	1.000	4116	4116	4116	1.000	1.000	0.000E+00	8336
DP04493	DP04493	1.000	629	629	629	1.000	1.000	0.000E+00	1215
DP04567	DP04567	1.000	691	691	691	1.000	1.000	0.000E+00	1331
